created_at,week_start_utc,month_utc,song,project_id,provider,stage,model,cost_usd,duration_ms,error
2026-04-14T05:56:47+00:00,2026-04-13,2026-04,Vigneswaraaya,6ccf5b1f-383f-47b6-a233-88860f8102c8,segmind,generate-shot-video,veo-3.1-fast-generate-preview,0.8,53075,
2026-04-14T06:01:59+00:00,2026-04-13,2026-04,Vigneswaraaya,6ccf5b1f-383f-47b6-a233-88860f8102c8,segmind,generate-shot-video,veo-3.1-fast-generate-preview,0.8,58962,
2026-04-14T06:06:06+00:00,2026-04-13,2026-04,Vigneswaraaya,6ccf5b1f-383f-47b6-a233-88860f8102c8,segmind,generate-shot-video,veo-3.1-fast-generate-preview,0.8,59476,
2026-04-14T16:05:12+00:00,2026-04-13,2026-04,Vigneswaraaya,6ccf5b1f-383f-47b6-a233-88860f8102c8,segmind,generate-shot-video,veo-3.1-fast-generate-preview,0.8,53529,
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:12:38+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:17:41+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
2026-04-15T09:29:54+00:00,2026-04-13,2026-04,Slokam,8844869c-fca1-4aeb-8500-b57164472a55,segmind,generate-shot-video,veo-3.1,0,,generateAudio parameter is not supported in Gemini API.
